3509626,Mike,Eaves,USA,1956,6,10,0,0,L,2,1,1,700000,1,111,5,5,0,0,,5,4,4,4,5,6,0,0,0,0,0,0
3509627,Rick,Bowness,CAN,1955,1,25,0,0,L,3,2,1,1550000,1,25,1,0,0,0,,6,8,6,5,7,6,0,0,0,0,0,0
3509628,Todd,Nelson,CAN,1969,5,15,0,0,L,2,2,1,950000,2,25,5,5,0,0,,6,7,3,5,6,6,0,0,0,0,0,0
3509629,Neil,Graham,CAN,1985,4,21,0,0,L,0,1,1,700000,1,124,5,5,0,0,,5,5,3,5,4,6,0,0,0,0,0,0
3509630,Jeremy,Colliton,CAN,1985,1,13,0,0,L,2,1,0,0,0,100,1,0,0,0,,6,6,3,7,6,7,0,0,0,0,0,0
3509631,Sheldon,Brookbank,CAN,1980,3,10,0,0,L,2,2,0,0,0,100,5,5,0,0,,5,7,3,4,6,5,0,0,0,0,0,0
3509632,Marc,Crawford,CAN,1961,2,13,0,0,L,2,1,1,995000,2,16,5,5,0,0,,7,6,5,6,6,4,0,0,0,0,0,0
3509633,Derek,King,CAN,1967,2,11,0,0,L,0,0,1,775000,1,16,1,0,0,0,,6,7,6,6,6,8,0,0,0,0,0,0
3509634,Jeff,Blashill,USA,1973,12,10,0,0,L,2,0,1,1550000,3,17,1,0,0,0,,7,6,5,6,6,8,0,0,0,0,0,0
3509635,Doug,Houda,CAN,1966,6,3,0,0,L,2,2,1,856000,2,17,5,5,0,0,,5,6,4,4,6,5,0,0,0,0,0,0
3509636,Alex,Tanguay,CAN,1979,11,12,0,0,L,0,0,1,750000,3,17,5,5,0,0,,6,5,3,6,4,6,0,0,0,0,0,0
3509637,Ben,Simon,USA,1978,6,14,0,0,L,0,1,1,700000,1,118,5,5,0,0,,5,5,4,5,4,6,0,0,0,0,0,0
3509638,Dave,Tippett,CAN,1961,8,25,0,0,L,2,1,0,0,0,100,1,0,0,0,,6,6,6,8,7,5,0,0,0,0,0,0
3509639,Glen,Gulutzan,CAN,1971,8,12,0,0,L,2,0,1,885000,2,22,5,5,0,0,,7,6,4,8,6,5,0,0,0,0,0,0
3509640,Jim,Playfair,CAN,1964,5,22,0,0,L,2,2,0,0,0,100,5,5,0,0,,5,6,3,5,6,5,0,0,0,0,0,0
3509641,Jay,Woodcroft,CAN,1976,8,11,0,0,L,2,0,1,750000,1,22,1,0,0,0,,8,7,6,6,6,7,0,0,0,0,0,0
3509642,Joel,Quenneville,CAN,1958,9,15,0,0,L,2,1,0,0,0,100,1,0,0,0,,7,9,5,6,7,7,0,0,0,0,0,0
3509643,Andrew,Brunette,CAN,1973,8,24,0,0,L,2,0,1,885000,2,13,1,0,0,0,,8,6,6,6,5,7,0,0,0,0,0,0
3509644,Derek,MacKenzie,CAN,1981,6,11,0,0,L,2,1,1,877000,3,13,5,5,0,0,,6,6,4,4,5,5,0,0,0,0,0,0
3509645,Geordie,Kinnear,CAN,1973,7,9,0,0,L,0,2,1,775000,2,102,5,5,0,0,,5,6,3,4,6,5,0,0,0,0,0,0
3509646,Todd,McLellan,CAN,1967,10,3,0,0,L,2,0,1,4000000,3,26,1,0,0,0,,7,6,5,8,6,6,0,0,0,0,0,0
3509647,Trent,Yawney,CAN,1965,9,29,0,0,L,2,2,1,775000,3,26,5,5,0,0,,7,5,3,6,6,4,0,0,0,0,0,0
3509648,Marco,Sturm,DEU,1978,9,8,0,0,L,2,0,1,750000,3,26,5,5,0,0,,6,5,2,6,5,5,0,0,0,0,0,0
3509649,John,Wroblewski,USA,1981,5,26,0,0,L,0,1,1,760000,2,127,5,5,0,0,,6,5,2,5,4,6,0,0,0,0,0,0
3509650,Dean,Evason,CAN,1964,8,22,0,0,L,2,0,1,1750000,1,30,1,0,0,0,,7,6,6,6,6,7,0,0,0,0,0,0
3509651,Frédéric,Chabot,CAN,1968,2,12,0,0,L,2,2,1,825000,2,30,5,5,0,0,,3,3,8,2,2,6,0,0,0,0,0,0
3509652,Bob,Woods,CAN,1968,1,24,0,0,L,2,1,1,750000,2,30,5,5,0,0,,6,6,3,5,6,4,0,0,0,0,0,0
3509653,Tim,Army,USA,1963,4,26,0,0,L,0,0,1,725000,2,119,5,5,0,0,,6,5,3,5,5,6,0,0,0,0,0,0
3509654,Dominique,Ducharme,CAN,1973,3,12,0,0,L,2,1,0,0,0,100,1,0,0,0,,7,7,4,6,5,6,0,0,0,0,0,0
3509655,Alexandre,Burrows,CAN,1981,4,11,0,0,L,2,0,1,850000,3,8,5,5,0,0,,6,5,4,6,6,6,0,0,0,0,0,0
3509656,Luke,Richardson,CAN,1969,3,26,0,0,L,2,2,1,775000,3,8,5,5,0,0,,5,7,4,5,6,7,0,0,0,0,0,0
3509657,Jean-François,Houle,CAN,1975,1,14,0,0,L,0,1,1,700000,2,112,5,5,0,0,,5,5,3,4,5,6,0,0,0,0,0,0
3509658,John,Hynes,USA,1975,2,10,0,0,L,2,1,1,1650000,2,18,1,0,0,0,,6,7,5,6,6,6,0,0,0,0,0,0
3509659,Dan,Lambert,CAN,1970,1,12,0,0,L,2,2,1,786000,2,18,5,5,0,0,,5,7,2,7,4,5,0,0,0,0,0,0
3509660,Dan,Hinote,USA,1977,1,30,0,0,L,2,1,1,764000,2,18,5,5,0,0,,6,6,2,4,6,5,0,0,0,0,0,0
3509661,Karl,Taylor,CAN,1971,3,4,0,0,L,0,0,1,725000,1,121,5,5,0,0,,6,5,4,6,5,7,0,0,0,0,0,0
3509662,Lindy,Ruff,CAN,1960,2,17,0,0,L,2,1,1,1250000,1,1,1,0,0,0,,7,8,5,6,6,6,0,0,0,0,0,0
3509663,Alain,Nasreddine,CAN,1975,7,10,0,0,L,0,2,1,950000,1,1,5,5,0,0,,6,7,4,5,6,6,0,0,0,0,0,0
3509664,Mark,Recchi,CAN,1968,2,1,0,0,L,2,0,1,850000,2,1,5,5,0,0,,6,6,3,5,4,6,0,0,0,0,0,0
3509665,Kevin,Dineen,CAN,1963,10,28,0,0,L,0,0,1,700000,1,116,5,5,0,0,,6,4,3,5,4,6,0,0,0,0,0,0
3509666,Barry,Trotz,CAN,1962,7,15,0,0,L,3,1,1,4000000,2,2,1,0,0,0,,8,9,6,7,7,7,0,0,0,0,0,0
3509667,Jim,Hiller,CAN,1969,5,15,0,0,L,2,1,1,875000,2,2,5,5,0,0,,6,6,3,6,4,5,0,0,0,0,0,0
3509668,Lane,Lambert,CAN,1964,11,18,0,0,L,2,1,1,785000,2,2,5,5,0,0,,6,5,5,6,6,6,0,0,0,0,0,0
3509669,Brent,Thompson,CAN,1971,1,9,0,0,L,0,2,1,775000,2,101,5,5,0,0,,5,6,2,4,6,6,0,0,0,0,0,0
3509670,Gerard,Gallant,CAN,1963,9,2,0,0,L,3,0,1,3500000,4,3,1,0,0,0,,9,7,4,7,6,8,0,0,0,0,0,0
3509671,Mike,Kelly,CAN,1960,1,17,0,0,L,2,0,1,900000,2,3,5,5,0,0,,6,5,3,6,4,5,0,0,0,0,0,0
3509672,Gord,Murphy,CAN,1967,3,23,0,0,L,2,2,1,825000,3,3,5,5,0,0,,4,7,3,3,8,5,0,0,0,0,0,0
3509673,Kris,Knoblauch,CAN,1978,9,24,0,0,L,0,0,1,750000,2,103,5,5,0,0,,6,5,4,6,5,7,0,0,0,0,0,0
3509674,D.J.,Smith,CAN,1977,5,13,0,0,L,2,0,1,1750000,4,9,1,0,0,0,,7,7,6,6,6,9,0,0,0,0,0,0
3509675,Bob,Jones,CAN,1970,1,13,0,0,L,0,2,1,800000,2,9,5,5,0,0,,5,6,2,4,6,4,0,0,0,0,0,0
3509676,Jack,Capuano,USA,1966,7,7,0,0,L,0,1,1,750000,2,9,5,5,0,0,,6,6,4,6,6,5,0,0,0,0,0,0
3509677,Troy,Mann,CAN,1969,3,9,0,0,L,0,0,1,700000,2,109,5,5,0,0,,6,5,2,5,4,6,0,0,0,0,0,0
3509678,Alain,Vigneault,CAN,1961,5,14,0,0,L,2,1,0,0,0,100,1,0,0,0,,7,7,6,6,5,7,0,0,0,0,0,0
3509679,Michel,Therrien,CAN,1963,11,4,0,0,L,2,2,0,0,0,100,5,5,0,0,,6,7,4,5,6,5,0,0,0,0,0,0
3509680,Mike,Yeo,CAN,1973,7,31,0,0,L,2,1,1,825000,3,4,1,0,0,0,,6,7,5,6,7,5,0,0,0,0,0,0
3509681,Ian,Laperrière,CAN,1974,1,19,0,0,L,0,0,1,740000,2,105,5,5,0,0,,6,4,3,4,6,6,0,0,0,0,0,0
3509682,Mike,Sullivan,USA,1968,2,27,0,0,L,3,0,1,2500000,3,5,1,0,0,0,,9,7,4,8,7,6,0,0,0,0,0,0
3509683,Todd,Rierden,USA,1971,6,25,0,0,L,3,2,1,995000,2,5,5,5,0,0,,6,8,4,6,6,4,0,0,0,0,0,0
3509684,Mike,Vellucci,USA,1966,7,11,0,0,L,2,1,1,775000,2,5,5,5,0,0,,6,6,4,5,5,6,0,0,0,0,0,0
3509685,J.D.,Forrest,USA,1981,4,15,0,0,L,0,2,1,750000,3,108,5,5,0,0,,5,6,3,4,5,6,0,0,0,0,0,0
3509686,Bob,Boughner,CAN,1971,3,8,0,0,L,0,2,1,1350000,2,28,1,0,0,0,,5,7,4,6,7,6,0,0,0,0,0,0
3509687,John,Madden,CAN,1973,5,4,0,0,L,0,1,1,815000,2,28,5,5,0,0,,6,5,3,6,6,4,0,0,0,0,0,0
3509688,Rocky,Thompson,CAN,1977,8,8,0,0,L,0,2,0,0,0,100,5,5,0,0,,5,6,4,5,6,6,0,0,0,0,0,0
3509689,Roy,Summer,USA,1957,4,5,0,0,L,0,0,1,725000,2,129,5,5,0,0,,6,5,3,5,4,6,0,0,0,0,0,0
3509690,Dave,Hakstol,CAN,1968,7,30,0,0,L,2,2,1,1750000,3,55,1,0,0,0,,7,8,5,6,5,7,0,0,0,0,0,0
3509691,Paul,McFarland,CAN,1985,5,6,0,0,L,2,0,1,850000,3,55,5,5,0,0,,7,5,4,8,4,6,0,0,0,0,0,0
3509692,Jay,Leach,USA,1979,9,2,0,0,L,2,0,1,785000,2,55,5,5,0,0,,6,4,3,6,4,5,0,0,0,0,0,0
3509693,Dan,Bylsma,USA,1970,9,19,0,0,L,0,1,1,725000,3,132,5,5,0,0,,6,5,4,5,5,8,0,0,0,0,0,0
3509694,Craig,Berube,CAN,1965,12,17,0,0,L,3,1,1,2150000,1,19,1,0,0,0,,7,7,4,6,8,6,0,0,0,0,0,0
3509695,Jim,Montgomery,CAN,1969,6,30,0,0,L,3,1,1,930000,2,19,5,5,0,0,,6,6,5,5,6,5,0,0,0,0,0,0
3509696,Steve,Ott,CAN,1982,8,19,0,0,L,2,0,1,773000,2,19,5,5,0,0,,6,4,3,4,6,6,0,0,0,0,0,0
3509697,Drew,Bannister,CAN,1975,4,9,0,0,L,0,1,1,745000,3,107,5,5,0,0,,6,6,3,4,4,6,0,0,0,0,0,0
3509698,Jon,Cooper,CAN,1967,8,28,0,0,L,3,0,1,3500000,1,14,1,0,0,0,,9,8,5,8,6,8,0,0,0,0,0,0
3509699,Rob,Zettler,CAN,1968,3,8,0,0,L,3,2,1,725000,2,14,5,5,0,0,,4,6,3,4,6,6,0,0,0,0,0,0
3509700,Jeff,Halpern,USA,1976,5,2,0,0,L,3,1,1,882000,1,14,5,5,0,0,,6,5,3,6,6,4,0,0,0,0,0,0
3509701,Benoit,Groulx,CAN,1968,1,30,0,0,L,2,1,1,750000,2,114,5,5,0,0,,6,6,4,6,6,6,0,0,0,0,0,0
3509702,Sheldon,Keefe,CAN,1980,9,17,0,0,L,3,0,1,1650000,1,10,1,0,0,0,,8,7,4,6,6,7,0,0,0,0,0,0
3509703,Paul,MacLean,CAN,1958,3,9,0,0,L,2,1,1,800000,1,10,5,5,0,0,,6,6,3,5,7,6,0,0,0,0,0,0
3509704,Greg,Moore,USA,1984,3,26,0,0,L,0,0,1,850000,1,115,5,5,0,0,,6,5,2,6,4,6,0,0,0,0,0,0
3509705,Travis,Green,CAN,1970,12,20,0,0,L,2,1,0,0,0,100,1,0,0,0,,7,6,5,6,6,8,0,0,0,0,0,0
3509706,Nolan,Baumgartner,CAN,1976,3,26,0,0,L,2,2,0,0,0,100,5,5,0,0,,5,6,3,4,6,6,0,0,0,0,0,0
3509707,Jason,King,CAN,1981,9,14,0,0,L,2,0,1,750000,2,23,5,5,0,0,,6,5,4,5,4,5,0,0,0,0,0,0
3509708,Trent,Cull,CAN,1973,9,27,0,0,L,0,2,1,724000,3,110,5,5,0,0,,4,6,2,5,5,7,0,0,0,0,0,0
3509709,Peter,DeBoer,CAN,1968,6,13,0,0,L,3,1,1,2500000,2,54,1,0,0,0,,7,8,6,7,7,6,0,0,0,0,0,0
3509710,Ryan,Craig,CAN,1982,1,6,0,0,L,2,0,1,875000,2,54,5,5,0,0,,6,5,3,6,5,5,0,0,0,0,0,0
3509711,Ryan,McGill,CAN,1969,2,28,0,0,L,2,1,1,825000,2,54,5,5,0,0,,6,6,2,5,5,4,0,0,0,0,0,0
3509712,Manny,Viveiros,CAN,1966,1,8,0,0,L,0,1,1,775000,2,123,5,5,0,0,,6,6,3,4,4,6,0,0,0,0,0,0
3509713,Peter,Laviolette,USA,1964,12,7,0,0,L,3,0,1,4000000,2,15,1,0,0,0,,8,6,6,8,7,6,0,0,0,0,0,0
3509714,Scott,Arniel,CAN,1962,9,17,0,0,L,2,1,1,776000,2,15,5,5,0,0,,6,5,3,4,8,4,0,0,0,0,0,0
3509715,Blaine,Forsythe,CAN,1972,11,10,0,0,L,2,1,1,775000,2,15,5,5,0,0,,6,5,3,6,3,5,0,0,0,0,0,0
3509716,Scott,Allen,USA,1966,4,6,0,0,L,0,0,1,725000,2,104,5,5,0,0,,6,5,3,5,4,6,0,0,0,0,0,0
3509717,Paul,Maurice,CAN,1967,1,30,0,0,L,2,1,0,0,0,100,1,0,0,0,,8,7,6,6,7,7,0,0,0,0,0,0
3509718,Charlie,Huddy,CAN,1959,6,2,0,0,L,2,2,1,885000,2,52,5,5,0,0,,5,7,4,4,6,5,0,0,0,0,0,0
3509719,Dave,Lowry,CAN,1965,2,14,0,0,L,2,1,1,750000,2,52,1,0,0,0,,7,6,5,5,6,6,0,0,0,0,0,0
3509720,Mark,Morrison,CAN,1963,3,11,0,0,L,0,1,1,700000,2,120,5,5,0,0,,6,6,2,5,4,6,0,0,0,0,0,0
3509721,John,Tortorella,USA,1958,6,24,0,0,L,2,1,0,0,0,100,5,5,0,0,,8,9,6,6,7,7,0,0,0,0,0,0
3509722,Mike,Babcock,CAN,1963,4,29,0,0,L,3,2,0,0,0,100,5,5,0,0,,7,8,6,6,7,7,0,0,0,0,0,0
3509723,Patrick,Roy,CAN,1965,10,5,0,0,L,2,1,0,0,0,100,5,5,0,0,,6,6,8,5,6,7,0,0,0,0,0,0
3509724,Guy,Boucher,CAN,1971,8,3,0,0,L,2,1,0,0,0,100,5,5,0,0,,7,7,5,6,5,7,0,0,0,0,0,0
3509725,Bruce,Boudreau,CAN,1955,1,9,0,0,L,3,1,1,1250000,2,23,1,0,0,0,,8,7,5,8,6,6,0,0,0,0,0,0
3509726,David,Quinn,USA,1966,7,30,0,0,L,0,1,0,0,0,100,5,5,0,0,,6,7,5,6,6,6,0,0,0,0,0,0
3509727,Rick,Tocchet,CAN,1964,4,9,0,0,L,2,1,0,0,0,100,5,5,0,0,,7,7,6,6,6,6,0,0,0,0,0,0
3509728,Randy,Carlyle,CAN,1956,4,19,0,0,L,2,2,0,0,0,100,5,5,0,0,,5,7,5,5,6,5,0,0,0,0,0,0
3509729,Willie,Desjardins,CAN,1957,2,11,0,0,L,0,0,0,0,0,100,5,5,0,0,,6,5,4,6,5,7,0,0,0,0,0,0
3509730,Bob,Hartley,CAN,1960,9,9,0,0,L,2,2,0,0,0,100,5,5,0,0,,7,6,5,5,6,6,0,0,0,0,0,0
3509731,Dale,Hunter,CAN,1960,7,30,0,0,L,0,1,0,0,0,100,5,5,0,0,,6,7,4,5,6,8,0,0,0,0,0,0
3509732,Mike,Johnston,CAN,1957,2,19,0,0,L,2,1,0,0,0,100,5,5,0,0,,6,5,4,6,5,7,0,0,0,0,0,0
3509733,Claude,Julien,CAN,1960,4,23,0,0,L,2,2,0,0,0,100,5,5,0,0,,6,8,5,6,9,6,0,0,0,0,0,0
3509734,Ralph,Krueger,CAN,1959,8,31,0,0,L,0,1,0,0,0,100,5,5,0,0,,7,6,4,5,6,8,0,0,0,0,0,0
3509735,Rikard,Grönborg,SWE,1968,6,8,0,0,L,0,0,0,0,0,100,5,5,0,0,,7,7,6,7,6,9,0,0,0,0,0,0
3509736,John,McLean,USA,1964,11,20,0,0,L,2,1,1,565000,3,28,5,5,0,0,,5,5,4,6,7,6,0,0,0,0,0,0
3509737,John,Stevens,CAN,1966,5,4,0,0,L,2,1,1,550000,2,25,5,5,0,0,,5,6,5,5,7,5,0,0,0,0,0,0
3509738,Nate,Leaman,USA,1972,11,27,0,0,L,0,0,0,0,0,100,5,5,0,0,,6,6,5,6,6,7,0,0,0,0,0,0
3509739,Spencer,Carbery,CAN,1981,11,9,0,0,L,2,0,1,650000,3,10,5,5,0,0,,6,5,4,6,5,7,0,0,0,0,0,0
3509740,Louis,Robitaille,CAN,1982,3,16,0,0,L,2,1,0,0,0,100,5,5,0,0,,7,6,5,6,6,8,0,0,0,0,0,0
3509741,Jukka,Jalonen,FIN,1962,11,2,0,0,L,0,1,0,0,0,100,5,5,0,0,,7,7,5,6,6,8,0,0,0,0,0,0
3509742,Duante',Abercrombie,USA,1987,2,18,0,0,L,0,0,0,0,0,100,5,5,0,0,,6,4,4,5,4,7,0,0,0,0,0,0
3509743,Mitch,Korn,USA,1957,9,16,0,0,L,2,2,0,0,0,100,5,5,0,0,,4,4,8,5,5,7,0,0,0,0,0,0
3509744,Anders,Sorensen,SWE,1975,5,11,0,0,L,0,1,1,500000,1,122,5,5,0,0,,5,6,5,4,4,6,0,0,0,0,0,0
3509745,Rob,Cookson,CAN,1961,1,25,0,0,L,2,1,1,500000,1,16,5,5,0,0,,5,6,4,4,4,6,0,0,0,0,0,0
3509746,Ulf,Samuelsson,SWE,1964,3,26,0,0,L,2,1,1,550000,2,13,5,5,0,0,,5,4,5,4,6,5,0,0,0,0,0,0
3509747,Dave,Manson,CAN,1967,1,27,0,0,L,2,2,1,750000,1,22,5,5,0,0,,4,8,4,3,8,8,0,0,0,0,0,0
3509748,Colin,Chaulk,CAN,1977,1,7,0,0,L,0,1,1,650000,1,125,5,5,0,0,,6,5,2,5,4,6,0,0,0,0,0,0
3509749,Martin,St. Louis,CAN,1975,6,18,0,0,L,0,0,1,750000,1,8,1,0,0,0,,7,5,5,6,4,8,0,0,0,0,0,0
3509750,John,Torchetti,USA,1964,7,9,0,0,L,0,1,1,700000,1,4,5,5,0,0,,5,6,4,5,5,5,0,0,0,0,0,0
3509751,Darryl,Williams,CAN,1968,2,29,0,0,L,0,1,1,700000,1,4,5,5,0,0,,5,6,3,3,6,4,0,0,0,0,0,0
3509752,Brad,Shaw,CAN,1964,4,28,0,0,L,2,1,1,700000,1,23,5,5,0,0,,5,6,4,6,6,5,0,0,0,0,0,0
3509753,Jamie,Kompon,CAN,1966,9,18,0,0,L,2,1,1,700000,1,52,5,5,0,0,,5,6,3,5,6,4,0,0,0,0,0,0
3509754,Ted,Nolan,CAN,1958,4,7,0,0,L,0,2,0,0,0,100,5,5,0,0,,6,7,4,5,7,6,0,0,0,0,0,0
3509755,Yuri,Khmylev,RUS,1964,8,9,0,0,L,0,0,1,400000,3,26,6,6,0,0,,0,0,0,0,0,0,8,10,10,12,16,10
3509756,Christian,Ruuttu,FIN,1964,2,20,0,0,L,0,0,1,450000,5,26,6,6,0,0,,0,0,0,0,0,0,8,10,14,16,10,12
3509757,Kari,Takko,FIN,1962,6,23,0,0,L,0,0,1,450000,3,25,6,6,0,0,,0,0,0,0,0,0,8,8,14,16,10,12
3509758,Tyler,Wright,CAN,1973,4,6,0,0,L,0,0,1,380000,5,22,6,6,0,0,,0,0,0,0,0,0,8,12,8,8,8,10
3509759,Scott,Luce,CAN,1968,9,20,0,0,L,0,0,1,450000,5,54,6,6,0,0,,0,0,0,0,0,0,8,14,8,8,8,10
3509760,Nick,Pryor,USA,1990,9,9,0,0,L,0,0,1,400000,5,5,6,6,0,0,,0,0,0,0,0,0,8,14,8,8,8,12
3509761,Shane,Churla,CAN,1965,6,24,0,0,L,0,0,1,450000,3,13,6,6,0,0,,0,0,0,0,0,0,8,14,8,8,8,12
3509762,Ryan,Jankowski,CAN,1974,6,8,0,0,L,0,0,1,400000,5,53,6,6,0,0,,0,0,0,0,0,0,8,14,8,8,8,12
3509763,Ville,Sirén,FIN,1964,2,11,0,0,L,0,0,1,450000,3,29,6,6,0,0,,0,0,0,0,0,0,8,8,14,16,8,12
3509764,Trent,Klatt,USA,1971,1,30,0,0,L,0,0,1,450000,5,2,6,6,0,0,,0,0,0,0,0,0,8,16,8,8,8,12
3509765,Todd,Harvey,CAN,1975,2,17,0,0,L,0,0,1,400000,5,23,6,6,0,0,,0,0,0,0,0,0,8,14,8,8,8,12
3509766,Paul,Castron,CAN,1962,5,23,0,0,L,0,0,1,450000,3,1,6,6,0,0,,0,0,0,0,0,0,8,14,8,8,8,12
3509767,Robert,Kron,CZE,1967,2,27,0,0,L,0,0,1,450000,5,55,6,6,0,0,,0,0,0,0,0,0,8,8,10,10,14,16
3509768,Pelle,Eklund,SWE,1963,3,22,0,0,L,0,0,1,450000,3,55,6,6,0,0,,0,0,0,0,0,0,8,8,16,14,8,10
3509769,Thomas,Plante,USA,1997,2,5,0,0,L,0,0,1,110000,5,55,6,6,0,0,,0,0,0,0,0,0,8,12,8,8,8,8
3509770,Trevor,Stienberg,CAN,1966,5,13,0,0,L,0,0,1,350000,3,55,6,6,0,0,,0,0,0,0,0,0,8,12,8,8,8,10
3509771,Scott,Harlow,USA,1963,10,11,0,0,L,0,0,1,400000,3,22,6,6,0,0,,0,0,0,0,0,0,8,16,8,8,8,10
3509772,Chris,Snell,CAN,1971,5,12,0,0,L,0,0,1,350000,3,52,6,6,0,0,,0,0,0,0,0,0,8,12,8,8,8,8
3509773,Vladimir,Havluj,CZE,1982,8,28,0,0,L,0,0,1,160000,5,52,6,6,0,0,,0,0,0,0,0,0,8,8,10,10,12,12
3509774,Jeff,FInley,CAN,1967,4,14,0,0,L,0,0,1,380000,3,52,6,6,0,0,,0,0,0,0,0,0,8,12,8,8,8,10
3509775,Matt,Bradley,CAN,1978,6,13,0,0,L,0,0,1,160000,5,15,6,6,0,0,,0,0,0,0,0,0,8,12,8,8,8,8
3509776,Brian,Sutherby,CAN,1982,3,14,0,0,L,0,0,1,120000,5,15,6,6,0,0,,0,0,0,0,0,0,8,10,8,8,8,8
3509777,Jim,Vesey,USA,1965,10,29,0,0,L,0,0,1,430000,5,10,6,6,0,0,,0,0,0,0,0,0,8,14,8,8,8,12
3509778,Grigory,Shafigulin,RUS,1985,1,13,0,0,L,0,0,1,110000,5,10,6,6,0,0,,0,0,0,0,0,0,8,8,8,8,12,10
