8,1,214-0-1,255-255-255,7-42-137,0,255-255-255,0-0-0,1,255-255-255,7-42-137
401,13,0-48-135,255-255-255,0-48-135,0,255-255-255,0-0-0,0,255-255-255,0-0-0
402,7,4-106-56,4-106-56,255-255-255,0,255-255-255,0-0-0,0,255-255-255,0-0-0
403,1,0-50-160,255-255-255,255-255-255,0,255-255-255,0-0-0,1,255-255-255,0-50-160
404,33,255-199-44,0-0-0,0-0-0,0,255-255-255,0-0-0,0,0-0-0,0-0-0
405,11,103-33-70,255-255-255,103-33-70,0,255-255-255,0-0-0,0,255-255-255,0-0-0
406,1,229-114-0,0-0-0,229-114-0,0,0-0-0,0-0-0,0,0-0-0,0-0-0
407,34,200-16-46,255-255-255,0-50-160,0,255-255-255,0-0-0,1,200-16-46,0-50-160
408,1,255-255-255,255-255-255,255-255-255,0,228-0-43,0-0-0,0,228-0-43,0-0-0
409,35,255-255-255,228-0-43,228-0-43,1,255-209-0,228-0-43,1,255-209-0,228-0-43
410,18,227-82-5,0-0-0,0-0-0,0,0-0-0,0-0-0,0,0-0-0,0-0-0
411,17,255-255-255,0-50-160,0-50-160,0,200-16-47,0-0-0,0,200-16-47,0-0-0
412,36,255-255-255,200-16-46,0-50-160,1,200-16-46,0-50-160,1,200-16-46,0-50-160
413,37,4-106-56,255-255-255,0-50-160,0,255-255-255,255-255-255,0,255-255-255,255-255-255
414,38,0-151-57,255-255-255,255-209-0,0,255-255-255,255-255-255,1,255-255-255,255-209-0
415,16,0-159-166,255-209-0,255-255-255,0,255-255-255,255-255-255,1,255-255-255,255-209-0
416,15,200-16-46,255-209-0,255-255-255,1,255-255-255,255-209-0,1,255-255-255,255-209-0
417,39,0-50-160,255-199-44,200-16-46,0,255-255-255,255-255-255,1,255-255-255,200-16-46
418,26,200-16-46,0-0-0,255-255-255,0,255-255-255,255-255-255,0,255-255-255,255-255-255
419,24,0-50-160,200-16-46,255-199-44,0,255-255-255,255-255-255,1,255-255-255,255-199-44
420,40,4-106-56,255-255-255,0-32-91,1,255-255-255,0-32-91,1,255-255-255,0-32-91
421,21,0-94-184,255-255-255,255-255-255,0,255-255-255,255-255-255,1,255-255-255,218-41-28
422,16,1-33-105,255-255-255,200-16-46,0,255-255-255,255-255-255,0,255-255-255,255-255-255
423,41,81-42-68,0-104-94,255-255-255,0,255-255-255,255-255-255,1,255-255-255,0-104-94
424,42,134-38-51,134-38-51,134-38-51,0,255-255-255,255-255-255,0,255-255-255,255-255-255
425,1,92-136-218,92-136-218,92-136-218,1,255-255-255,255-163-0,1,255-255-255,255-163-0
500,26,9-32-48,158-220-219,233-7-43,0,158-220-219,0-0-0,1,158-220-219,105-162-182
501,1,0-50-160,255-255-255,255-255-255,0,255-255-255,0-0-0,0,255-255-255,0-0-0
502,1,92-136-218,92-136-218,92-136-218,1,255-255-255,255-163-0,1,255-255-255,255-163-0
503,4,64-0-64,195-195-195,255-255-255,0,255-255-255,0-0-0,,255-255-255,195-195-195
504,2,187-140-60,253-90-30,255-255-255,0,255-255-255,0-0-0,1,255-255-255,253-90-30
505,7,14-104-215,253-0-2,255-255-255,0,255-255-255,0-0-0,1,255-255-255,253-0-2
506,40,4-106-56,255-255-255,0-32-91,1,255-255-255,0-32-91,1,255-255-255,0-32-91
507,9,21-71-52,166-25-46,255-255-255,0,255-255-255,0-0-0,1,255-255-255,166-25-46
508,3,0-78-56,196-182-129,255-255-255,0,255-255-255,0-0-0,1,255-255-255,196-182-129
509,10,237-28-36,255-242-0,30-57-126,0,255-255-255,0-0-0,1,255-255-255,255-242-0
510,2,255-224-26,0-122-194,239-62-66,0,255-255-255,0-0-0,1,255-255-255,0-122-194
511,7,236-28-36,31-66-133,255-255-255,0,255-255-255,0-0-0,1,255-255-255,31-66-133
512,13,101-27-45,255-255-255,255-255-255,0,255-255-255,0-0-0,1,255-255-255,255-255-255
513,15,255-255-255,226-0-26,18-19-19,0,255-255-255,0-0-0,1,255-255-255,226-0-26
514,1,209-0-29,255-255-255,255-255-255,0,255-255-255,0-0-0,1,255-255-255,255-255-255
515,22,0-0-52,255-255-255,255-255-255,0,255-255-255,0-0-0,1,255-255-255,255-255-255
516,7,0-104-181,230-0-5,255-255-255,0,255-255-255,0-0-0,1,255-255-255,230-0-5
517,16,11-142-36,248-215-0,255-255-255,0,255-255-255,0-0-0,1,255-255-255,248-215-0
518,39,0-50-160,255-199-44,200-16-46,0,255-255-255,255-255-255,1,255-255-255,200-16-46
519,13,31-73-27,163-138-67,255-255-255,0,255-255-255,0-0-0,1,255-255-255,163-138-67
520,33,255-199-44,0-0-0,0-0-0,0,0-0-0,0-0-0,0,0-0-0,0-0-0
521,23,25-13-92,201-184-130,255-255-255,0,255-255-255,0-0-0,1,255-255-255,201-184-130
522,2,171-47-56,0-117-80,255-255-255,0,255-255-255,0-0-0,1,255-255-255,0-117-80
523,9,15-67-58,230-45-53,228-220-193,0,255-255-255,0-0-0,1,255-255-255,230-45-53
524,10,76-39-112,240-231-70,255-255-255,0,255-255-255,0-0-0,1,255-255-255,240-231-70
525,14,0-26-75,226-27-77,255-255-255,0,255-255-255,0-0-0,1,255-255-255,226-27-77
526,15,12-37-118,255-102-0,255-255-255,0,255-255-255,0-0-0,1,255-255-255,255-102-0
527,3,11-125-184,29-52-96,255-255-255,0,255-255-255,0-0-0,1,255-255-255,29-52-96
528,7,0-71-173,239-43-36,255-255-255,0,255-255-255,0-0-0,1,255-255-255,239-43-36
529,1,13-179-235,188-73-37,255-255-255,0,255-255-255,0-0-0,1,255-255-255,188-73-37
530,3,0-44-80,173-5-50,255-255-255,0,255-255-255,0-0-0,1,255-255-255,173-5-50
531,9,109-30-48,255-211-0,255-255-255,0,255-255-255,0-0-0,1,255-255-255,255-211-0
532,4,1-72-57,174-121-43,255-255-255,0,255-255-255,0-0-0,1,255-255-255,174-121-43
533,4,19-33-106,105-178-208,255-255-255,0,255-255-255,0-0-0,1,255-255-255,105-178-208
534,5,24-35-62,166-26-47,255-255-255,0,255-255-255,0-0-0,1,255-255-255,166-26-47
535,1,156-168-176,12-30-63,255-255-255,0,255-255-255,0-0-0,1,255-255-255,12-30-63
536,2,30-64-120,201-206-206,255-255-255,0,255-255-255,0-0-0,1,255-255-255,201-206-206
537,5,100-40-50,42-42-42,255-255-255,0,255-255-255,0-0-0,1,255-255-255,42-42-42
538,9,158-29-39,33-76-148,255-255-255,0,255-255-255,0-0-0,1,255-255-255,33-76-148
539,10,6-14-78,227-24-55,255-255-255,0,255-255-255,0-0-0,1,255-255-255,227-24-55
540,3,210-35-42,255-242-0,255-255-255,0,255-255-255,0-0-0,1,255-255-255,255-242-0
541,5,0-107-156,214-0-8,255-255-255,0,255-255-255,0-0-0,1,255-255-255,214-0-8
542,11,0-33-88,245-219-81,255-255-255,0,255-255-255,0-0-0,1,255-255-255,245-219-81
543,17,243-198-68,32-22-0,255-255-255,0,255-255-255,0-0-0,1,255-255-255,32-22-0
544,1,56-181-230,255-255-255,255-255-255,0,255-255-255,0-0-0,1,255-255-255,255-255-255
545,11,0-70-135,0-102-172,255-255-255,0,255-255-255,0-0-0,1,255-255-255,0-102-172
546,16,0-79-158,229-0-11,255-255-255,0,255-255-255,0-0-0,1,255-255-255,229-0-11
547,4,96-7-158,190-197-210,255-255-255,0,255-255-255,0-0-0,1,255-255-255,190-197-210
548,19,76-96-153,255-0-0,255-255-255,0,255-255-255,0-0-0,1,255-255-255,255-0-0
549,18,255-237-0,1-174-145,255-255-255,0,255-255-255,0-0-0,1,255-255-255,1-174-145
550,3,40-45-113,239-87-40,255-255-255,0,255-255-255,0-0-0,1,255-255-255,239-87-40
551,2,184-41-47,252-185-83,255-255-255,0,255-255-255,0-0-0,1,255-255-255,252-185-83
552,11,208-211-218,27-54-92,255-255-255,0,255-255-255,0-0-0,1,255-255-255,27-54-92
553,19,231-26-36,0-0-0,255-255-255,0,255-255-255,0-0-0,1,255-255-255,0-0-0
554,4,35-31-32,237-177-17,255-255-255,0,255-255-255,0-0-0,1,255-255-255,237-177-17
555,18,1-58-128,243-120-53,255-255-255,0,255-255-255,0-0-0,1,255-255-255,243-120-53
556,9,243-199-48,27-20-113,255-255-255,0,255-255-255,0-0-0,1,255-255-255,27-20-113
557,7,100-165-214,253-198-25,255-255-255,0,255-255-255,0-0-0,1,255-255-255,253-198-25
558,12,0-0-0,30-49-37,255-255-255,0,255-255-255,0-0-0,1,255-255-255,30-49-37
559,17,23-23-23,255-255-255,255-255-255,0,255-255-255,0-0-0,1,255-255-255,255-255-255
560,5,23-23-23,255-255-255,255-255-255,0,255-255-255,0-0-0,1,255-255-255,255-255-255
561,4,250-179-29,9-39-67,255-255-255,0,255-255-255,0-0-0,1,255-255-255,9-39-67
562,10,245-186-31,13-13-13,255-255-255,0,255-255-255,0-0-0,1,255-255-255,13-13-13
563,13,0-142-33,213-40-25,255-255-255,0,255-255-255,0-0-0,1,255-255-255,213-40-25
564,5,212-42-52,255-255-255,255-255-255,0,255-255-255,0-0-0,1,255-255-255,255-255-255
565,10,147-213-226,106-193-148,255-255-255,0,255-255-255,0-0-0,1,255-255-255,106-193-148
110,17,0-121-52,255-255-255,0-61-125,0,255-255-255,0-0-0,0,255-255-255,0-0-0
125,18,4-30-66,252-76-2,255-255-255,0,255-255-255,0-0-0,1,252-76-2,255-255-255
109,1,0-0-0,255-244-246,200-16-46,0,255-255-255,200-16-46,1,255-255-255,200-16-46
101,13,0-48-135,255-255-255,224-60-49,0,255-255-255,0-0-0,1,255-255-255,224-60-49
102,14,200-16-46,1-1-1,255-255-255,1,255-255-255,0-0-0,1,255-255-255,0-0-0
117,11,134-38-51,242-169-0,255-255-255,0,255-255-255,0-0-0,1,242-169-0,255-255-255
111,27,14-14-14,111-38-61,255-184-28,0,255-255-255,0-0-0,1,255-255-255,255-184-28
126,2,0-0-0,255-255-255,0-0-0,0,255-255-255,0-0-0,0,255-255-255,0-0-0
118,38,1-1-1,165-160-161,200-16-46,0,255-255-255,0-0-0,1,255-255-255,200-16-46
103,38,9-30-49,255-255-255,228-0-43,0,255-255-255,0-0-0,1,255-255-255,228-0-43
123,5,92-92-92,0-0-0,190-155-0,1,190-155-0,0-0-0,1,190-155-0,0-0-0
104,3,109-79-71,211-188-141,255-255-255,0,255-255-255,0-0-0,0,211-188-141,0-0-0
119,17,21-71-52,221-203-164,21-71-52,0,221-203-164,0-0-0,0,221-203-164,0-0-0
112,1,166-25-46,246-246-246,255-255-255,0,255-255-255,0-0-0,0,0-30-98,0-0-0
105,5,0-0-0,255-103-32,255-255-255,0,255-255-255,0-0-0,1,255-103-32,255-255-255
120,17,4-30-66,0-76-151,255-255-255,0,255-255-255,0-0-0,0,255-255-255,0-0-0
121,28,4-30-66,105-179-231,4-30-66,0,255-255-255,0-0-0,1,255-255-255,105-179-231
127,2,1-1-1,0-0-0,162-170-173,0,255-255-255,0-0-0,1,255-255-255,162-170-173
106,1,1-1-1,0-0-0,0-0-0,0,255-184-28,0-0-0,0,255-184-28,0-0-0
132,26,17-34-48,171-21-49,85-110-118,0,224-103-42,0-0-0,1,171-21-49,224-103-42
113,11,0-20-137,255-255-255,228-0-43,1,255-255-255,228-0-43,1,255-255-255,228-0-43
122,7,200-16-46,255-255-255,4-4-4,0,255-255-255,0-0-0,1,255-255-255,0-0-0
128,5,0-0-0,252-76-2,255-255-255,1,255-255-255,252-76-2,1,255-255-255,252-76-2
129,1,0-98-113,0-98-113,0-98-113,1,255-255-255,0-0-0,1,255-255-255,0-0-0
107,4,26-37-72,200-16-46,229-193-116,0,255-255-255,0-0-0,1,255-255-255,200-16-46
130,5,200-16-46,241-190-72,255-255-255,1,255-255-255,0-0-0,1,0-0-0,255-255-255
114,1,0-32-91,0-32-91,0-32-91,0,255-255-255,0-0-0,0,255-255-255,0-0-0
124,14,0-99-65,255-255-255,0-0-0,0,255-255-255,0-0-0,1,255-255-255,0-0-0
115,4,0-32-91,0-32-91,255-255-255,0,255-255-255,0-0-0,0,255-255-255,0-0-0
131,4,134-38-51,221-203-164,255-255-255,1,255-255-255,0-0-0,1,255-255-255,0-0-0
116,5,225-0-26,0-0-0,225-0-26,0,255-255-255,0-0-0,1,255-255-255,0-0-0
108,26,1-1-1,255-184-28,255-255-255,0,255-184-28,0-0-0,1,255-184-28,255-255-255
200,5,134-38-51,255-184-28,255-255-255,1,255-184-28,255-255-255,1,255-184-28,255-255-255
206,3,218-41-28,218-41-28,218-41-28,1,255-255-255,0-0-0,1,255-255-255,0-0-0
214,1,1-1-1,255-255-255,255-255-255,0,255-255-255,0-0-0,1,0-0-0,255-255-255
201,5,37-40-42,255-184-28,255-255-255,1,255-255-255,255-184-28,1,255-255-255,255-184-28
204,1,0-0-0,1-1-1,0-0-0,0,255-255-255,0-0-0,1,255-255-255,140-113-76
207,5,12-35-64,98-181-229,255-255-255,0,255-255-255,0-0-0,0,255-255-255,0-0-0
212,3,218-41-28,1-1-1,255-255-255,0,255-255-255,0-0-0,1,255-255-255,0-0-0
213,19,0-0-0,83-86-90,83-86-90,0,255-255-255,0-0-0,1,83-86-90,255-255-255
202,1,228-0-43,228-0-43,228-0-43,0,255-255-255,0-0-0,1,0-76-69,255-245-245
203,13,186-12-47,0-48-135,255-255-255,1,255-255-255,0-48-135,1,255-255-255,0-48-135
208,3,200-16-46,1-1-1,255-255-255,1,255-255-255,0-0-0,1,255-255-255,0-0-0
209,24,34-28-53,152-164-174,255-255-255,0,152-164-174,0-0-0,1,152-164-174,255-255-255
215,2,0-0-0,1-1-1,0-0-0,1,255-255-255,218-41-28,1,255-255-255,218-41-28
205,1,0-48-135,0-48-135,0-48-135,0,255-255-255,0-0-0,1,255-255-255,0-0-0
211,1,255-199-44,255-199-44,255-199-44,0,4-30-66,0-0-0,1,255-255-255,4-30-66
216,5,4-30-66,108-172-228,255-255-255,1,243-240-219,108-172-228,1,243-240-219,108-172-228
217,13,4-106-56,203-184-48,0-0-0,0,255-255-255,0-0-0,1,255-255-255,0-0-0
210,1,255-199-44,255-199-44,255-199-44,0,0-0-0,0-0-0,1,0-0-0,255-255-255
223,1,0-47-108,0-47-108,0-47-108,1,237-198-94,238-39-55,1,237-198-94,238-39-55
228,1,4-30-66,4-30-66,4-30-66,1,223-151-47,166-25-46,1,223-151-47,166-25-46
233,1,4-30-66,4-30-66,4-30-66,1,255-103-32,255-255-255,1,255-103-32,255-255-255
229,24,134-38-51,1-1-1,255-255-255,1,255-255-255,0-0-0,1,255-255-255,0-0-0
218,26,0-0-0,255-199-44,255-255-255,0,255-255-255,0-0-0,1,255-199-44,255-255-255
219,18,0-0-0,240-179-35,255-255-255,0,255-255-255,0-0-0,1,240-179-35,255-255-255
230,10,0-50-160,255-255-255,200-16-46,1,200-16-46,255-255-255,1,200-16-46,255-255-255
231,4,0-99-65,0-99-65,235-226-198,0,235-226-198,0-0-0,0,235-226-198,0-0-0
224,4,0-32-91,0-32-91,255-255-255,0,255-255-255,0-0-0,0,255-255-255,0-0-0
225,1,0-0-0,1-1-1,0-0-0,1,255-255-255,200-16-46,1,255-255-255,200-16-46
226,24,120-113-33,255-255-255,0-0-0,1,255-255-255,0-0-0,1,255-255-255,0-0-0
220,11,200-16-46,4-30-66,255-255-255,1,255-255-255,4-30-66,1,255-255-255,4-30-66
221,20,166-25-46,1-1-1,255-255-255,1,255-255-255,0-0-0,1,255-255-255,0-0-0
232,4,200-16-46,1-1-1,255-255-255,0,255-255-255,0-0-0,1,255-255-255,0-0-0
222,3,0-0-0,111-38-61,235-226-198,0,235-226-198,0-0-0,1,111-38-61,235-226-198
234,16,12-35-64,166-25-46,255-255-255,0,255-255-255,0-0-0,1,255-255-255,166-25-46
235,1,0-0-0,1-1-1,0-0-0,0,255-255-255,0-0-0,1,255-255-255,198-146-20
236,2,200-16-46,255-255-255,200-16-46,0,255-255-255,0-0-0,0,255-255-255,0-0-0
227,29,63-97-165,255-255-255,63-97-165,0,255-255-255,0-0-0,0,255-255-255,0-0-0
237,1,9-31-44,9-31-44,9-31-44,0,255-255-255,0-0-0,1,203-51-59,255-255-255
238,1,0-0-0,1-1-1,0-0-0,1,255-199-44,255-255-255,1,255-199-44,255-255-255
244,4,0-0-0,144-113-103,200-16-46,1,255-255-255,200-16-46,1,255-255-255,200-16-46
245,19,166-25-46,1-33-105,255-255-255,0,255-255-255,0-0-0,1,255-255-255,1-33-105
255,14,21-71-52,158-101-46,255-255-255,0,255-255-255,0-0-0,0,255-255-255,0-0-0
250,11,4-30-66,207-69-32,255-255-255,0,255-255-255,0-0-0,1,207-69-32,255-255-255
251,9,200-16-46,0-98-113,255-255-255,1,255-255-255,0-0-0,1,255-255-255,0-0-0
246,10,186-12-47,4-30-66,255-255-255,0,255-255-255,0-0-0,1,255-255-255,4-30-66
247,5,0-0-0,255-255-255,255-103-32,1,255-103-32,255-255-255,1,255-103-32,255-255-255
239,5,200-16-46,1-1-1,255-255-255,1,255-255-255,0-0-0,1,255-255-255,0-0-0
256,7,200-16-46,255-255-255,0-0-0,0,255-255-255,0-0-0,1,255-255-255,0-0-0
240,5,0-122-51,0-0-0,0-0-0,0,255-255-255,0-0-0,1,255-255-255,197-183-131
252,1,0-0-0,1-1-1,0-0-0,0,255-255-255,0-0-0,1,255-255-255,210-39-48
248,24,134-38-51,0-0-0,235-226-198,0,235-226-198,0-0-0,1,235-226-198,0-0-0
241,16,0-20-137,239-51-64,255-255-255,0,255-255-255,0-0-0,1,239-51-64,255-255-255
242,16,255-199-44,1-33-105,255-255-255,1,255-255-255,1-33-105,1,1-33-105,255-255-255
257,11,37-37-64,188-189-188,0-132-61,0,255-255-255,0-0-0,1,255-255-255,0-132-61
258,1,166-25-46,255-255-255,0-30-98,1,255-255-255,0-30-98,1,255-255-255,0-30-98
249,16,0-32-91,4-106-56,255-255-255,0,255-255-255,0-0-0,1,255-255-255,4-106-56
259,1,4-30-66,4-30-66,4-30-66,0,255-255-255,0-0-0,0,255-255-255,0-0-0
253,1,166-25-46,166-25-46,166-25-46,0,255-255-255,0-0-0,1,255-255-255,0-0-0
254,5,0-32-91,1-1-1,255-255-255,0,255-255-255,0-0-0,1,255-255-255,0-0-0
243,1,0-0-0,1-1-1,0-0-0,0,255-255-255,0-0-0,1,255-255-255,105-179-231
110,17,0-121-52,255-255-255,0-61-125,0,255-255-255,0-0-0,0,255-255-255,0-0-0
125,18,4-30-66,252-76-2,255-255-255,0,255-255-255,0-0-0,1,252-76-2,255-255-255
109,1,0-0-0,255-244-246,200-16-46,0,255-255-255,200-16-46,1,255-255-255,200-16-46
101,13,0-48-135,255-255-255,224-60-49,0,255-255-255,0-0-0,1,255-255-255,224-60-49
102,14,200-16-46,1-1-1,255-255-255,1,255-255-255,0-0-0,1,255-255-255,0-0-0
117,11,134-38-51,242-169-0,255-255-255,0,255-255-255,0-0-0,1,242-169-0,255-255-255
111,27,14-14-14,111-38-61,255-184-28,0,255-255-255,0-0-0,1,255-255-255,255-184-28
126,2,0-0-0,255-255-255,0-0-0,0,255-255-255,0-0-0,0,255-255-255,0-0-0
118,38,1-1-1,165-160-161,200-16-46,0,255-255-255,0-0-0,1,255-255-255,200-16-46
103,38,9-30-49,255-255-255,228-0-43,0,255-255-255,0-0-0,1,255-255-255,228-0-43
123,5,92-92-92,0-0-0,190-155-0,1,190-155-0,0-0-0,1,190-155-0,0-0-0
104,3,109-79-71,211-188-141,255-255-255,0,255-255-255,0-0-0,0,211-188-141,0-0-0
119,17,21-71-52,221-203-164,21-71-52,0,221-203-164,0-0-0,0,221-203-164,0-0-0
112,1,166-25-46,246-246-246,255-255-255,0,255-255-255,0-0-0,0,0-30-98,0-0-0
105,5,0-0-0,255-103-32,255-255-255,0,255-255-255,0-0-0,1,255-103-32,255-255-255
120,17,4-30-66,0-76-151,255-255-255,0,255-255-255,0-0-0,0,255-255-255,0-0-0
121,28,4-30-66,105-179-231,4-30-66,0,255-255-255,0-0-0,1,255-255-255,105-179-231
127,2,1-1-1,0-0-0,162-170-173,0,255-255-255,0-0-0,1,255-255-255,162-170-173
106,1,1-1-1,0-0-0,0-0-0,0,255-184-28,0-0-0,0,255-184-28,0-0-0
132,26,17-34-48,171-21-49,85-110-118,0,224-103-42,0-0-0,1,171-21-49,224-103-42
113,11,0-20-137,255-255-255,228-0-43,1,255-255-255,228-0-43,1,255-255-255,228-0-43
122,7,200-16-46,255-255-255,4-4-4,0,255-255-255,0-0-0,1,255-255-255,0-0-0
128,5,0-0-0,252-76-2,255-255-255,1,255-255-255,252-76-2,1,255-255-255,252-76-2
129,1,0-98-113,0-98-113,0-98-113,1,255-255-255,0-0-0,1,255-255-255,0-0-0
107,4,26-37-72,200-16-46,229-193-116,0,255-255-255,0-0-0,1,255-255-255,200-16-46
130,5,200-16-46,241-190-72,255-255-255,1,255-255-255,0-0-0,1,0-0-0,255-255-255
114,1,0-32-91,0-32-91,0-32-91,0,255-255-255,0-0-0,0,255-255-255,0-0-0
124,14,0-99-65,255-255-255,0-0-0,0,255-255-255,0-0-0,1,255-255-255,0-0-0
115,4,0-32-91,0-32-91,255-255-255,0,255-255-255,0-0-0,0,255-255-255,0-0-0
131,4,134-38-51,221-203-164,255-255-255,1,255-255-255,0-0-0,1,255-255-255,0-0-0
116,5,225-0-26,0-0-0,225-0-26,0,255-255-255,0-0-0,1,255-255-255,0-0-0
108,26,1-1-1,255-184-28,255-255-255,0,255-184-28,0-0-0,1,255-184-28,255-255-255
200,5,134-38-51,255-184-28,255-255-255,1,255-184-28,255-255-255,1,255-184-28,255-255-255
206,3,218-41-28,218-41-28,218-41-28,1,255-255-255,0-0-0,1,255-255-255,0-0-0
214,1,1-1-1,255-255-255,255-255-255,0,255-255-255,0-0-0,1,0-0-0,255-255-255
201,5,37-40-42,255-184-28,255-255-255,1,255-255-255,255-184-28,1,255-255-255,255-184-28
204,1,0-0-0,1-1-1,0-0-0,0,255-255-255,0-0-0,1,255-255-255,140-113-76
207,5,12-35-64,98-181-229,255-255-255,0,255-255-255,0-0-0,0,255-255-255,0-0-0
212,3,218-41-28,1-1-1,255-255-255,0,255-255-255,0-0-0,1,255-255-255,0-0-0
213,19,0-0-0,83-86-90,83-86-90,0,255-255-255,0-0-0,1,83-86-90,255-255-255
202,1,228-0-43,228-0-43,228-0-43,0,255-255-255,0-0-0,1,0-76-69,255-245-245
203,13,186-12-47,0-48-135,255-255-255,1,255-255-255,0-48-135,1,255-255-255,0-48-135
208,3,200-16-46,1-1-1,255-255-255,1,255-255-255,0-0-0,1,255-255-255,0-0-0
209,24,34-28-53,152-164-174,255-255-255,0,152-164-174,0-0-0,1,152-164-174,255-255-255
215,2,0-0-0,1-1-1,0-0-0,1,255-255-255,218-41-28,1,255-255-255,218-41-28
205,1,0-48-135,0-48-135,0-48-135,0,255-255-255,0-0-0,1,255-255-255,0-0-0
211,1,255-199-44,255-199-44,255-199-44,0,4-30-66,0-0-0,1,255-255-255,4-30-66
216,5,4-30-66,108-172-228,255-255-255,1,243-240-219,108-172-228,1,243-240-219,108-172-228
217,13,4-106-56,203-184-48,0-0-0,0,255-255-255,0-0-0,1,255-255-255,0-0-0
210,1,255-199-44,255-199-44,255-199-44,0,0-0-0,0-0-0,1,0-0-0,255-255-255
223,1,0-47-108,0-47-108,0-47-108,1,237-198-94,238-39-55,1,237-198-94,238-39-55
228,1,4-30-66,4-30-66,4-30-66,1,223-151-47,166-25-46,1,223-151-47,166-25-46
233,1,4-30-66,4-30-66,4-30-66,1,255-103-32,255-255-255,1,255-103-32,255-255-255
229,24,134-38-51,1-1-1,255-255-255,1,255-255-255,0-0-0,1,255-255-255,0-0-0
218,26,0-0-0,255-199-44,255-255-255,0,255-255-255,0-0-0,1,255-199-44,255-255-255
219,18,0-0-0,240-179-35,255-255-255,0,255-255-255,0-0-0,1,240-179-35,255-255-255
230,10,0-50-160,255-255-255,200-16-46,1,200-16-46,255-255-255,1,200-16-46,255-255-255
231,4,0-99-65,0-99-65,235-226-198,0,235-226-198,0-0-0,0,235-226-198,0-0-0
224,4,0-32-91,0-32-91,255-255-255,0,255-255-255,0-0-0,0,255-255-255,0-0-0
225,1,0-0-0,1-1-1,0-0-0,1,255-255-255,200-16-46,1,255-255-255,200-16-46
226,24,120-113-33,255-255-255,0-0-0,1,255-255-255,0-0-0,1,255-255-255,0-0-0
220,11,200-16-46,4-30-66,255-255-255,1,255-255-255,4-30-66,1,255-255-255,4-30-66
221,20,166-25-46,1-1-1,255-255-255,1,255-255-255,0-0-0,1,255-255-255,0-0-0
