1057987,Dominik,Petr,CZE,2005,4,30,62,165,L,4,1,0,0,0,0,0,1,2,24,0,,0,1,2022,3,TWF,74,68
1057988,Calum,Ritchie,CAN,2005,1,21,61,174,L,4,2,0,0,0,0,0,1,2,21,0,3.220,0,1,2022,4,PLM,71,66
1057989,Gracyn,Sawchyn,USA,2005,1,19,510,143,R,4,3,0,0,0,0,0,1,2,59,0,,0,1,2022,6,PLM,68,62
1057990,Samuel,Sisik,SVK,2005,3,17,57,150,L,4,2,0,0,0,0,0,1,2,39,0,,0,0,2022,4,TWF,68,70
1057991,Cam,Squires,CAN,2005,4,11,511,148,R,4,2,0,0,0,0,0,1,2,21,0,2.201,0,2,2022,5,SNP,70,64
1057992,Tommaso,De Luca,ITA,2004,12,29,60,172,L,3.5,2,0,0,0,0,0,1,2,18,0,,0,1,2022,6,TWF,65,67
1057993,Daniil,But,RUS,2005,2,15,64,198,R,4.5,3,0,0,0,0,0,1,3,50,0,,0,2,2022,4,PWF,72,66
1057994,Oskar,Vuollet,SWE,2005,12,3,59,154,L,4,1,0,0,0,0,0,1,2,22,0,,0,1,2023,3,TWF,70,70
1060546,Victor,Eklund,SWE,2006,10,3,59,134,R,4.5,2,0,0,0,0,0,1,2,38,0,,0,0,2024,1,TWF,76,74
1060547,Zachary,Morin,CAN,2007,1,25,61,174,L,4.5,2,0,0,0,0,0,1,2,10,0,2.215,0,1,2024,2,SNP,74,68
1060548,Jordan,Gavin,CAN,2006,11,13,511,161,L,4.5,2,0,0,0,0,0,1,2,23,0,4.254,0,1;0,2024,1,TWF,74,74
1588348,Taya,Currie,CAN,2005,1,4,57,143,L,3.5,4,0,0,0,0,0,1,2,41,0,3.235,0,5,2022,11,HYB,55,55
3507106,Hunter,Brzustewicz,USA,2004,11,29,511,187,R,4,2,0,0,0,0,0,1,2,4,0,,0,4,2022,4,TWD,63,72
3507107,Gavin,Brindley,USA,2004,10,5,59,157,R,4,2,0,0,0,0,0,1,2,16,0,3.235,0,2,2022,5,PLM,72,65
3507108,Cameron,Allen,CAN,2005,1,7,511,190,R,4,2,0,0,0,0,0,1,2,11,0,3.229,0,4,2022,4,TWD,68,70
3507109,Charlie,Cerrato,USA,2005,3,10,511,170,L,4,3,0,0,0,0,0,1,2,54,0,,0,0;2,2022,6,PLM,68,65
3507110,Alex,Ciernik,SVK,2004,10,8,510,172,L,4,2,0,0,0,0,0,1,2,70,0,,0,2,2022,5,SNP,70,66
3507111,Kalle,Carlsson,SWE,2005,3,2,60,174,L,4,3,0,0,0,0,0,1,2,17,0,,0,1,2022,6,PLM,70,64
3507112,Leo,Carlsson,SWE,2004,12,26,63,185,L,4,2,0,0,0,0,0,1,1,10,0,,0,1,2022,4,TWF,70,68
3507113,Nate,Danielson,CAN,2004,9,27,61,181,R,4,2,0,0,0,0,0,1,2,29,0,4.238,0,1,2022,5,PLM,72,65
3507114,Michael,DeAngelo,USA,2004,11,19,511,181,L,3.5,3,0,0,0,0,0,1,2,13,0,,0,0,2022,8,TWF,62,63
3507115,Kimo,Gruber,CHE,2005,4,11,61,192,L,3.5,2,0,0,0,0,0,1,2,23,0,,0,1,2022,6,PLM,67,64
3509579,Mikhail,Gulyayev,RUS,2005,4,26,510,170,L,4,2,0,0,0,0,0,1,2,84,0,,0,3,2022,5,OFD,70,67
3509580,Kasper,Halttunen,FIN,2005,6,7,63,192,R,4,3,0,0,0,0,0,1,2,12,0,,0,2;1,2022,6,SNP,70,62
3509581,Cameron,Johnson,CAN,2004,11,28,59,146,L,4,3,0,0,0,0,0,1,2,21,0,4.250,0,1,2022,6,PLM,68,63
3509582,Daniil,Karpovich,WRD,2004,12,6,63,207,L,4.5,3,0,0,0,0,0,1,2,18,0,,0,3,2022,6,OFD,69,64
3509583,Matvei,Ladutko,WRD,2005,1,23,511,185,L,4.5,3,0,0,0,0,0,1,2,69,0,,0,1;0,2022,6,PLM,72,63
3509584,Eduard,Sale,CZE,2005,3,10,61,165,L,4,2,0,0,0,0,0,1,3,11,0,,0,1;0,2022,5,SNP,72,65
3509585,Will,Smith,USA,2005,3,17,60,172,R,4,3,0,0,0,0,0,1,2,43,0,,0,1,2022,6,SNP,69,64
3509586,Charlie,Stramel,USA,2004,10,15,63,216,R,4,2,0,0,0,0,0,1,3,28,0,,0,2,2022,4,PWF,70,66
3509587,Matthew,Wood,CAN,2005,2,6,60,180,L,4,3,0,0,0,0,0,1,2,71,0,4.241,0,2,2022,5,SNP,70,64
3509588,Oliver,Moore,USA,2005,1,22,511,176,L,3.5,2,0,0,0,0,0,1,2,41,0,,0,1,2022,6,PLM,68,65
3509589,Noel,Nordh,SWE,2005,1,25,63,187,L,4,3,0,0,0,0,0,1,2,34,0,,0,2,2022,6,PLM,68,62
3509590,Jesse,Nurmi,FIN,2005,3,7,511,165,L,4,2,0,0,0,0,0,1,1,8,0,,0,0;2,2022,5,SNP,70,64
3509591,Gabe,Perreault,USA,2005,5,7,510,154,L,4,3,0,0,0,0,0,1,2,49,0,,0,0,2022,6,PLM,70,64
3509592,William,Whitelaw,USA,2005,2,5,58,165,R,4.5,4,0,0,0,0,0,1,2,8,0,,0,1,2022,6,PLM,70,63
3509593,Clarke,Caswell,CAN,2006,2,2,510,152,L,4.5,2,0,0,0,0,0,1,2,11,0,4.249,0,1;0,2023,3,PLM,74,67
3509594,Emil,Hemming,FIN,2006,6,27,60,172,R,4,2,0,0,0,0,0,1,2,28,0,,0,2,2023,4,SNP,74,66
3509595,Tij,Iginla,CAN,2006,8,1,510,161,L,4,2,0,0,0,0,0,1,2,11,0,4.257,0,0;2,2023,5,SNP,72,65
