1002371,Taylor,Hall,CAN,1987,11,14,61,205,L,4.5,2,2010,1,1,22,19,2,1,91,2011,0.19;1.107,0,0,PLM,2022,7000000,1,-1,87,83
1002372,Oliver,Ekman-Larsson,SWE,1987,7,17,62,200,L,4.5,2,2009,1,6,53,6,1,1,23,2011,0.6;1.106,0,3,TWD,2022,6060000,1,-1,83,85
1002374,Clayton,Keller,USA,1994,7,29,510,170,L,4.5,2,2016,1,7,53,53,0,1,9,2018,0.53;1.131,0,0;2,PLM,2022,7150000,2,-1,91,87
1002375,Darcy,Kuemper,CAN,1986,5,5,65,216,L,4,2,2009,6,161,30,16,2,1,53,2014,0.16;1.122,0,5,HYB,2022,5000000,1,-1,85,85
1002376,Derek,Stepan,USA,1986,6,18,60,196,R,4,2,2008,2,51,3,100,2,2,25,2011,0.1;0,0,1,TWF,2022,0,0,-1,76,82
1002377,Nick,Schmaltz,USA,1992,2,23,60,176,R,4,2,2014,1,20,16,55,1,1,7,2017,0.55;1.132,0,1;2,PLM,2022,5250000,3,-1,86,82
1002380,Vinnie,Hinostroza,USA,1990,4,3,59,172,R,3.5,2,2012,6,169,16,20,1,2,48,2017,0.2;1.13,0,2;1,PLM,2022,1700000,1,-1,83,79
1002381,Christian,Dvorak,USA,1992,2,2,60,195,L,4,2,2014,2,58,53,24,0,1,28,2017,0.24;1.128,0,1;0,PLM,2022,3000000,1,-1,84,80
1002382,Jakob,Chychrun,USA,1994,3,31,62,209,L,4.5,2,2016,1,16,53,52,1,1,6,2017,0.52;1.12,0,3,TWD,2022,6400000,5,-1,85,87
1002384,Conor,Garland,USA,1992,3,11,510,165,R,4,2,2015,5,123,53,54,0,1,8,2019,0.54;1.123,0,2;0,PLM,2022,7000000,1,-1,87,83
1002389,Christian,Fischer,USA,1993,4,15,62,214,R,3.5,2,2015,2,32,53,100,0,2,-1,2018,0.1;0,0,2,TWF,2022,0,0,-1,76,82
1002390,Jordan,Oesterle,USA,1988,6,25,60,183,L,3.5,2,0,0,0,0,100,0,1,84,2016,0.1;0,0,3;4,DFD,2022,0,0,-1,75,83
1002391,Lawson,Crouse,CAN,1993,6,23,64,220,L,3.5,2,2015,1,11,13,25,0,3,28,2017,0.25;1.124,0,0,PWF,2022,2200000,2,-1,81,83
1002392,Robbie,Russo,USA,1989,2,15,60,191,R,3.5,2,2011,4,95,0,100,1,1,-1,2017,0.1;0,0,4;3,TWD,2022,0,0,-1,74,76
1002393,Adin,Hill,CAN,1992,5,11,66,202,L,3.5,2,2015,3,76,53,23,0,2,31,2020,0.23;1.11,0,5,HYB,2022,950000,1,-1,80,80
1002396,Ilya,Lyubushkin,RUS,1990,4,6,62,201,R,3.5,2,0,0,0,0,100,0,2,46,2019,0.1;0,0,4,DFD,2022,0,0,-1,72,80
1002398,Kyle,Capobianco,CAN,1993,8,13,61,196,L,4,2,2015,3,63,53,2,1,1,75,2020,0.2;1.101,0,3,OFD,2022,925000,1,-1,82,76
1002400,Barrett,Hayton,CAN,1996,6,9,61,190,L,4,2,2018,1,5,53,53,1,1,29,2021,0.53;1.131,0,1;0,TWF,2022,3650000,2,-1,80,86
1002401,Nick,Merkley,CAN,1993,5,23,510,194,R,3.5,2,2015,1,30,53,13,1,2,15,2021,0.13;1.102,0,2;1,TWF,2022,800000,1,-1,74,80
1002402,Kevin,Bahl,CAN,1996,6,27,67,230,L,3.5,1,2018,2,55,53,54,1,2,-1,0,0.54;1.123,0,3,DFD,2022,1000000,1,-1,74,82
1002403,Michael,Bunting,CAN,1991,9,17,511,196,L,3.5,2,2014,4,117,53,19,2,1,58,2021,0.19;1.107,0,0;2,TWF,2022,4750000,1,-1,80,86
1002404,Nathan,Schnarr,CAN,1995,6,15,63,181,R,3.5,2,2017,3,75,53,30,2,2,54,0,0.3;1.119,0,1,PWF,2022,1000000,1,-1,77,79
1002407,Victor,Söderström,SWE,1997,2,26,60,196,R,4,1,2019,1,11,53,53,1,2,8,0,0.53;1.131,0,4,TWD,2022,3750000,1,-1,80,82
1002408,David,Pastrnak,CZE,1992,5,25,60,194,R,4.5,2,2014,1,25,6,6,2,2,88,2015,0.6;1.106,0,2,SNP,2022,10833333,3,-1,94,90
1002410,Brad,Marchand,CAN,1984,5,11,59,181,L,4.5,2,2006,3,71,6,17,1,3,63,2011,0.17;1.118,0,0,PLM,2022,7600000,1,-1,92,88
1002413,Torey,Krug,USA,1987,4,12,59,186,L,4,2,0,0,0,0,19,1,2,47,2014,0.19;1.107,0,3,OFD,2022,6500000,1,-1,88,82
1002415,Charlie,McAvoy,USA,1993,12,21,60,207,R,4.5,2,2016,1,14,6,6,1,1,73,2018,0.6;1.106,0,4,TWD,2022,9500000,4,-1,90,92
1002416,Charlie,Coyle,USA,1988,3,2,63,220,R,4,2,2010,1,28,28,23,1,2,13,2013,0.23;1.11,0,1;2,PWF,2022,1500000,1,-1,81,83
1002418,Ondrej,Kase,CZE,1991,11,8,60,190,R,4,2,2014,7,205,24,12,2,2,81,2017,0.12;1.117,0,2;0,SNP,2022,3000000,1,-1,84,80
1002419,Jake,DeBrusk,CAN,1992,10,17,60,188,L,4,2,2015,1,14,6,24,1,2,74,2018,0.24;1.128,0,0;2,SNP,2022,4000000,5,-1,84,80
1002420,Nick,Ritchie,CAN,1991,12,5,62,230,L,3.5,2,2014,1,10,24,100,1,3,-1,2016,0.1;0,0,0,PWF,2022,0,0,-1,78,80
1002421,Brandon,Carlo,USA,1992,11,26,65,212,R,4,2,2015,2,37,6,30,2,1,45,2017,0.3;1.119,0,4,DFD,2022,4100000,1,-1,79,87
1002422,Matt,Grzelcyk,USA,1990,1,5,59,174,L,4,2,2012,3,85,6,13,0,2,48,2018,0.13;1.102,0,3,OFD,2022,3150000,2,-1,87,81
1002423,John,Moore,USA,1986,11,19,62,210,L,4,2,2009,1,21,29,100,1,3,84,2012,0.1;0,0,3,DFD,2022,0,0,-1,74,82
1002425,Sean,Kuraly,USA,1989,1,20,62,214,L,3,2,2011,5,133,28,100,1,1,8,2018,0.1;0,0,1;0,TWF,2022,0,0,-1,76,82
1002427,Anders,Bjork,USA,1992,8,5,60,190,L,3.5,2,2014,5,146,6,100,0,1,-1,2018,0.1;0,0,0;2,TWF,2022,0,0,-1,76,82
1002431,Brendan,Gaunce,CAN,1990,3,21,62,217,L,3,2,2012,1,26,23,100,1,2,25,2017,0.1;0,0,0,TWF,2022,0,0,-1,73,79
1002433,Chris,Wagner,USA,1987,5,27,60,198,R,3,2,2010,5,122,24,100,1,1,96,2016,0.1;0,0,2;1,TWF,2022,0,0,-1,74,80
1002437,Connor,Clifton,USA,1991,4,28,511,174,R,3.5,2,2013,5,133,53,100,1,2,-1,2020,0.1;0,0,4,DFD,2022,0,0,-1,74,82
1002438,Anton,Blidh,SWE,1991,3,14,60,201,L,3.5,2,2013,6,180,6,100,1,2,81,2018,0.1;0,0,0;2,PLM,2022,0,0,-1,80,76
1002439,Trent,Frederic,USA,1994,2,11,62,203,L,3.5,2,2016,1,29,6,100,1,3,11,2021,0.1;0,0,1;0,ENF,2022,0,0,-1,73,81
1002440,Urho,Vaakanainen,FIN,1995,1,1,61,185,L,4,2,2017,1,18,6,5,1,2,3,0,0.5;1.108,0,3,TWD,2022,3000000,1,-1,79,81
1002441,Jakub,Zboril,CZE,1993,2,21,60,201,L,4,2,2015,1,13,6,52,1,1,68,2021,0.52;1.12,0,3,TWD,2022,1050000,1,-1,79,81
1002442,Maxim,Lagacé,CAN,1989,1,12,62,190,L,2.5,2,0,0,0,0,100,1,1,33,2018,0.1;0,0,5,HYB,2022,0,0,-1,75,75
1002444,Karson,Kuhlman,USA,1991,9,26,511,185,R,3.5,2,0,0,0,0,100,1,1,83,2020,0.1;0,0,1;2,TWF,2022,0,0,-1,72,78
1002445,Jack,Studnicka,CAN,1995,2,18,61,171,R,4,2,2017,2,53,6,100,1,2,68,2022,0.1;0,0,1,PLM,2022,0,0,-1,82,78
1002446,Jérémy,Lauzon,CAN,1993,4,28,62,205,L,3.5,2,2015,2,52,6,20,1,3,79,2021,0.2;1.13,0,3;4,DFD,2022,950000,1,-1,76,84
1002447,Kyle,Keyser,USA,1995,3,8,62,179,L,3.5,3,0,0,0,0,100,1,1,-1,0,0.1;0,0,5,HYB,2022,0,0,-1,73,73
1002448,Jakub,Lauko,CZE,1996,3,28,60,190,L,3.5,3,2018,3,77,6,100,1,2,-1,0,0.1;0,0,1;0,PLM,2022,0,0,-1,78,74
1002450,Cameron,Hughes,CAN,1992,10,9,511,161,L,3.5,2,2015,6,165,6,100,1,2,53,0,0.1;0,0,1;0,TWF,2022,0,0,-1,73,79
1002451,John,Beecher,USA,1997,4,5,63,209,L,3.5,1,2019,1,30,6,9,1,1,-1,0,0.9;1.109,0,1;0,TWF,2022,1000000,1,-1,72,78
1002452,Jack,Eichel,USA,1992,10,28,62,213,R,5,2,2015,1,2,7,2,2,1,15,2016,0.2;1.101,0,1,PLM,2022,7500000,4,-1,94,90
1002453,Rasmus,Dahlin,SWE,1996,4,13,62,205,L,4.5,1,2018,1,1,7,7,2,1,26,2019,0.7;1.113,0,3,OFD,2022,9375000,6,-1,95,89
1002454,Rasmus,Ristolainen,FIN,1990,10,27,64,221,R,4,2,2013,1,8,7,2,1,2,55,2014,0.2;1.101,0,4,OFD,2022,1800000,1,-1,84,78
1002455,Sam,Reinhart,CAN,1991,11,6,61,192,R,4.5,2,2014,1,2,7,5,1,1,23,2016,0.5;1.108,0,1;2,PLM,2022,6130000,1,-1,86,82
1002456,Jeff,Skinner,CAN,1988,5,16,511,187,L,4.5,2,2010,1,7,12,7,1,2,53,2011,0.7;1.113,0,0;2,SNP,2022,9000000,1,-1,86,82
1002457,Brandon,Montour,CAN,1990,4,11,60,192,R,4,2,2014,2,55,24,14,1,2,7,2017,0.14;1.114,0,4,OFD,2022,2750000,1,-1,85,79
1002459,Colin,Miller,CAN,1988,10,29,61,196,R,4,2,2012,5,151,26,3,0,1,34,2016,0.3;1.103,0,4,TWD,2022,2350000,1,-1,81,83
1002462,Jimmy,Vesey,USA,1989,5,26,63,202,L,4,2,2012,3,66,18,100,1,1,-1,2017,0.1;0,0,0;2,PWF,2022,0,0,-1,77,79
1002465,Jake,McCabe,USA,1989,10,12,61,205,L,4,2,2012,2,44,7,2,2,2,29,2016,0.2;1.101,0,3,DFD,2022,2850000,1,-1,78,86
1002466,Linus,Ullmark,SWE,1989,7,31,64,214,L,4,2,2012,6,163,7,26,1,1,35,2016,0.26;1.127,0,5,HYB,2022,6000000,2,-1,84,84
1002467,Dominik,Kahun,DEU,1991,7,2,511,175,L,3.5,2,0,0,0,0,100,1,1,-1,2019,0.1;0,0,0;2,PLM,2022,0,0,-1,80,76
1002468,Victor,Olofsson,SWE,1991,7,18,511,181,L,4,2,2014,7,181,7,3,1,1,86,2020,0.3;1.103,0,0;2,SNP,2022,3250000,1,-1,85,81
1002469,Casey,Mittelstadt,USA,1994,11,22,61,199,L,4.5,2,2017,1,8,7,7,0,2,37,2019,0.7;1.113,0,1,PLM,2022,5937000,3,-1,87,83
1002470,Zemgus,Girgensons,LVA,1990,1,5,62,212,L,3.5,2,2012,1,14,7,100,2,2,-1,2014,0.1;0,0,1;0,TWF,2022,0,0,-1,75,81
1002472,Johan,Larsson,SWE,1988,7,25,60,203,L,3,2,2010,2,56,30,100,1,2,22,2014,0.1;0,0,1;0,TWF,2022,0,0,-1,77,83
1002473,Tage,Thompson,USA,1993,10,30,66,205,R,4,2,2016,1,26,19,13,2,2,72,2018,0.13;1.102,0,1;2,PWF,2022,4850000,5,-1,82,84
1002479,Curtis,Lazar,CAN,1991,2,2,60,205,R,3.5,2,2013,1,17,9,6,1,1,57,2015,0.6;1.106,0,1;2,TWF,2022,950000,2,-1,75,81
1002480,Lawrence,Pilut,SWE,1991,12,30,511,180,L,4,2,0,0,0,0,100,1,2,-1,2019,0.1;0,0,3,OFD,2022,0,0,-1,79,73
1002481,Jean-Sebastien,Dea,CAN,1990,2,8,511,168,R,3,2,0,0,0,0,100,1,1,48,2019,0.1;0,0,1;2,PLM,2022,0,0,-1,77,73
1002483,Remi,Elie,CAN,1991,4,16,61,215,L,3.5,2,2013,2,40,25,100,1,2,38,2018,0.1;0,0,0,TWF,2022,0,0,-1,73,79
1002484,Ukko-Pekka,Luukkonen,FIN,1995,3,9,64,196,L,4,2,2017,2,54,7,7,1,1,1,2022,0.7;1.113,0,5,HYB,2022,2500000,1,-1,85,85
1002485,Rasmus,Asplund,SWE,1993,12,3,511,190,L,3.5,2,2016,2,33,7,100,1,2,75,2020,0.1;0,0,1;0,TWF,2022,0,0,-1,77,83
1002486,C.J.,Smith,USA,1990,12,1,511,183,L,3,2,0,0,0,0,100,1,1,-1,2019,0.1;0,0,0,SNP,2022,0,0,-1,77,73
1002487,Matej,Pekar,CZE,1996,2,10,511,185,L,3.5,2,2018,4,94,7,100,1,2,-1,0,0.1;0,0,1;2,TWF,2022,0,0,-1,71,77
1002488,Dylan,Cozens,CAN,1997,2,9,63,187,R,4.5,2,2019,1,7,7,7,2,2,24,2021,0.7;1.113,0,1;2,PWF,2022,4500000,1,-1,90,92
1002489,William,Borgen,USA,1992,12,19,63,205,R,3,2,2015,4,92,7,100,1,2,3,0,0.1;0,0,4,DFD,2022,0,0,-1,73,81
1002490,Ryan,Johnson,USA,1997,7,24,60,170,L,3.5,1,2019,1,31,7,5,1,2,7,0,0.5;1.108,0,3,OFD,2022,2100000,3,-1,84,78
1002491,Johnny,Gaudreau,USA,1989,8,13,59,165,L,4.5,2,2011,4,104,20,20,0,2,13,2015,0.2;1.13,0,0,PLM,2022,8250000,3,-1,90,86
1002493,Sean,Monahan,CAN,1990,10,12,63,194,L,4,2,2013,1,6,20,54,0,2,23,2014,0.54;1.123,0,1,TWF,2022,5750000,2,-1,81,87
1002494,Matthew,Tkachuk,CAN,1993,12,11,62,203,L,4.5,2,2016,1,6,20,20,2,3,19,2017,0.2;1.13,0,0;2,PWF,2022,8971900,4,-1,86,88
1002495,Elias,Lindholm,SWE,1990,12,2,60,192,R,4.5,2,2013,1,5,12,20,0,1,28,2014,0.2;1.13,0,1;2,PLM,2022,6900000,4,-1,89,85
1002496,Mikael,Backlund,SWE,1985,3,17,60,198,L,4,2,2007,1,24,20,19,0,1,-1,2011,0.19;1.107,0,1,TWF,2022,1000000,1,-1,79,85
1002497,T.J.,Brodie,CAN,1986,6,7,61,185,L,4.5,2,2008,4,114,20,3,1,2,78,2012,0.3;1.103,0,4;3,TWD,2022,900000,1,-1,77,79
1002498,Noah,Hanifin,USA,1993,1,25,63,205,L,4,2,2015,1,5,12,30,1,1,7,2016,0.3;1.119,0,3,TWD,2022,4550000,1,-1,82,84
1002499,Travis,Hamonic,CAN,1986,8,16,62,205,R,4,2,2008,2,53,0,100,1,2,-1,2011,0.1;0,0,4;3,TWD,2022,0,0,-1,77,79
1002501,Erik,Gustafsson,SWE,1988,3,14,60,196,L,3.5,2,2012,4,93,22,3,1,2,56,2016,0.3;1.103,0,3;4,OFD,2022,975000,1,-1,82,76
1002503,Rasmus,Andersson,SWE,1992,10,27,60,214,R,4,2,2015,2,53,20,19,0,3,14,2019,0.19;1.107,0,4,TWD,2022,3250000,2,-1,82,84
1002506,Jon,Gillies,USA,1990,1,22,66,223,L,3.5,2,2012,3,75,20,20,1,1,-1,2020,0.2;1.13,0,5,HYB,2022,850000,1,-1,77,77
1002507,Derek,Forbort,USA,1988,3,4,64,216,L,4,2,2010,1,15,26,3,2,2,5,2017,0.3;1.103,0,3,DFD,2022,2400000,2,-1,78,86
1002508,Mark,Jankowski,CAN,1990,9,13,64,212,L,3.5,2,2012,1,21,20,100,1,1,17,2018,0.1;0,0,0;1,TWF,2022,0,0,-1,74,80
1002509,Sam,Bennett,CAN,1992,6,20,61,201,L,4,2,2014,1,4,20,1,1,2,9,2016,0.1;1.116,0,1;0,PWF,2022,4250000,3,-1,83,85
1002512,Austin,Czarnik,USA,1988,12,12,59,161,R,3,2,0,0,0,0,23,1,1,51,2022,0.23;1.11,0,2;0,PLM,2022,950000,1,-1,81,77
1002513,Juuso,Välimäki,FIN,1994,10,6,62,212,L,4,2,2017,1,16,20,6,1,1,29,2021,0.6;1.106,0,3,OFD,2022,3000000,3,-1,87,81
1002514,Andrew,Mangiapane,CAN,1992,4,4,510,183,L,4,2,2015,6,166,20,30,0,1,26,2019,0.3;1.119,0,0;2,SNP,2022,6100000,1,-1,87,83
1002515,Oliver,Kylington,SWE,1993,5,19,60,183,L,4,2,2015,2,60,20,24,1,1,58,2019,0.24;1.128,0,3,OFD,2022,3850000,2,-1,86,80
1002517,Dillon,Dubé,CAN,1994,7,20,511,183,L,4,2,2016,2,56,20,30,1,1,38,2019,0.3;1.119,0,2;0,TWF,2022,4600000,3,-1,80,86
1002522,Ryan,Lomberg,CAN,1990,12,9,59,196,L,3,2,0,0,0,0,100,2,3,94,2021,0.1;0,0,0;1,TWF,2022,0,0,-1,75,81
1002526,Jakob,Pelletier,CAN,1997,3,7,59,161,L,4.5,3,2019,1,26,20,52,1,2,91,0,0.52;1.12,0,0;1,PLM,2022,3750000,1,-1,89,85
1002527,Sebastian,Aho,FIN,1993,7,26,60,176,L,4.5,2,2015,2,35,12,18,0,1,20,2017,0.18;1.121,0,1;0,PLM,2022,8000000,1,-1,92,88
1002528,Dougie,Hamilton,CAN,1989,6,17,66,229,R,4.5,2,2011,1,9,6,1,1,2,7,2013,0.1;1.116,0,4,OFD,2022,9000000,2,-1,92,86
1002529,Teuvo,Teräväinen,FIN,1990,9,11,511,192,L,4,2,2012,1,18,16,6,1,1,86,2015,0.6;1.106,0,2;0,PLM,2022,5700000,2,-1,88,84
1002530,Jaccob,Slavin,USA,1990,5,1,63,207,L,4.5,2,2012,4,120,12,20,0,1,23,2016,0.2;1.13,0,3,TWD,2022,6850000,3,-1,86,88
1002531,Nino,Niederreiter,CHE,1988,9,8,62,218,L,4,2,2010,1,5,0,4,0,1,21,2012,0.4;1.105,0,2;0,SNP,2022,4300000,2,-1,85,81
1002532,Vincent,Trocheck,USA,1989,7,11,510,183,R,4,2,2011,3,64,13,52,1,2,16,2015,0.52;1.12,0,1,TWF,2022,5800000,2,-1,84,90
1002534,Brett,Pesce,USA,1990,11,15,63,205,R,4,2,2013,3,66,12,52,2,1,22,2016,0.52;1.12,0,4,DFD,2022,4750000,2,-1,82,90
